doc_id,source,target,p_edge
doc_0004,mental_repetition,emotional_dysregulation,0.000019
doc_0004,mental_repetition,financial_stress,0.000000
doc_0005,emotional_dysregulation,geographic_relocation,0.000000
doc_0005,emotional_dysregulation,mental_rumination,0.999999
doc_0005,geographic_relocation,emotional_dysregulation,0.000000
doc_0005,geographic_relocation,mental_rumination,0.000000
doc_0005,mental_rumination,emotional_dysregulation,0.000000
doc_0005,mental_rumination,geographic_relocation,0.000000
doc_0006,emotional_dysregulation,powerlessness,0.999276
doc_0006,emotional_dysregulation,sadness,0.858183
doc_0006,powerlessness,emotional_dysregulation,0.000000
doc_0006,powerlessness,sadness,0.000000
doc_0006,sadness,emotional_dysregulation,0.000000
doc_0006,sadness,powerlessness,0.000000
doc_0007,adverse_childhood_experiences,depression,0.000000
doc_0007,adverse_childhood_experiences,emotional_instability,0.999357
doc_0007,adverse_childhood_experiences,exercise_routine,0.000000
doc_0007,adverse_childhood_experiences,mental_rumination,0.000000
doc_0007,adverse_childhood_experiences,social_isolation,0.000000
doc_0007,adverse_childhood_experiences,stress,0.996571
doc_0007,depression,adverse_childhood_experiences,0.000000
doc_0007,depression,emotional_instability,0.000000
doc_0007,depression,exercise_routine,0.000000
doc_0007,depression,mental_rumination,0.000000
doc_0007,depression,social_isolation,0.000000
doc_0007,depression,stress,0.000000
doc_0007,emotional_instability,adverse_childhood_experiences,0.000000
doc_0007,emotional_instability,depression,0.000000
doc_0007,emotional_instability,exercise_routine,0.000000
doc_0007,emotional_instability,mental_rumination,0.242845
doc_0007,emotional_instability,social_isolation,0.999999
doc_0007,emotional_instability,stress,0.000000
doc_0007,exercise_routine,adverse_childhood_experiences,0.000000
doc_0007,exercise_routine,depression,0.000000
doc_0007,exercise_routine,emotional_instability,0.000000
doc_0007,exercise_routine,mental_rumination,0.000000
doc_0007,exercise_routine,social_isolation,0.000000
doc_0007,exercise_routine,stress,0.000000
doc_0007,mental_rumination,adverse_childhood_experiences,0.000000
doc_0007,mental_rumination,depression,0.999863
doc_0007,mental_rumination,emotional_instability,0.000000
doc_0007,mental_rumination,exercise_routine,0.000000
doc_0007,mental_rumination,social_isolation,0.000000
doc_0007,mental_rumination,stress,0.000000
doc_0007,social_isolation,adverse_childhood_experiences,0.000000
doc_0007,social_isolation,depression,0.000049
doc_0007,social_isolation,emotional_instability,0.000000
doc_0007,social_isolation,exercise_routine,0.000000
doc_0007,social_isolation,mental_rumination,0.998992
doc_0007,social_isolation,stress,0.000000
doc_0007,stress,adverse_childhood_experiences,0.000000
doc_0007,stress,depression,0.000000
doc_0007,stress,emotional_instability,0.999834
doc_0007,stress,exercise_routine,0.000000
doc_0007,stress,mental_rumination,0.000001
doc_0007,stress,social_isolation,0.000000
doc_0008,avoidance,career_progress,0.000000
doc_0008,avoidance,depression,0.000000
doc_0008,avoidance,exhaustion,0.000000
doc_0008,avoidance,mental_looping,0.998381
doc_0008,avoidance,social_isolation,0.065733
doc_0008,career_progress,avoidance,0.000000
doc_0008,career_progress,depression,0.000000
doc_0008,career_progress,exhaustion,0.000000
doc_0008,career_progress,mental_looping,0.000000
doc_0008,career_progress,social_isolation,0.000000
doc_0008,depression,avoidance,0.000000
doc_0008,depression,career_progress,0.000000
doc_0008,depression,exhaustion,0.000000
doc_0008,depression,mental_looping,0.000000
doc_0008,depression,social_isolation,0.000000
doc_0008,exhaustion,avoidance,0.000000
doc_0008,exhaustion,career_progress,0.000000
doc_0008,exhaustion,depression,0.499051
doc_0008,exhaustion,mental_looping,0.000000
doc_0008,exhaustion,social_isolation,0.000000
doc_0008,mental_looping,avoidance,0.804504
doc_0008,mental_looping,career_progress,0.000000
doc_0008,mental_looping,depression,0.999779
doc_0008,mental_looping,exhaustion,0.999879
doc_0008,mental_looping,social_isolation,0.988944
doc_0008,social_isolation,avoidance,0.000000
doc_0008,social_isolation,career_progress,0.000000
doc_0008,social_isolation,depression,0.000000
doc_0008,social_isolation,exhaustion,0.000000
doc_0008,social_isolation,mental_looping,0.999433
doc_0009,emotional_dysregulation,pottery_hobby,0.000000
doc_0009,pottery_hobby,emotional_dysregulation,0.000000
doc_0010,engagement_in_hobbies,social_isolation,0.000000
doc_0010,engagement_in_hobbies,stress,0.000000
doc_0010,social_isolation,engagement_in_hobbies,0.000000
doc_0010,social_isolation,stress,0.000000
doc_0010,stress,engagement_in_hobbies,0.000000
doc_0010,stress,social_isolation,0.999999
doc_0011,adverse_childhood_experiences,career_stress,0.000000
doc_0011,adverse_childhood_experiences,depression,0.000000
doc_0011,adverse_childhood_experiences,eating_habits,0.000000
doc_0011,adverse_childhood_experiences,emotional_dysregulation,0.481181
doc_0011,adverse_childhood_experiences,financial_stress,0.000000
doc_0011,adverse_childhood_experiences,instability,0.604155
doc_0011,adverse_childhood_experiences,mental_rumination,0.000000
doc_0011,adverse_childhood_experiences,social_isolation,0.000000
doc_0011,adverse_childhood_experiences,stress,0.371936
doc_0011,career_stress,adverse_childhood_experiences,0.000000
doc_0011,career_stress,depression,0.000000
doc_0011,career_stress,eating_habits,0.000000
doc_0011,career_stress,emotional_dysregulation,0.626195
doc_0011,career_stress,financial_stress,0.000000
doc_0011,career_stress,instability,0.000000
doc_0011,career_stress,mental_rumination,0.000000
doc_0011,career_stress,social_isolation,0.000000
doc_0011,career_stress,stress,0.998928
doc_0011,depression,adverse_childhood_experiences,0.000000
doc_0011,depression,career_stress,0.000000
doc_0011,depression,eating_habits,0.000000
doc_0011,depression,emotional_dysregulation,0.000000
doc_0011,depression,financial_stress,0.000000
doc_0011,depression,instability,0.000000
doc_0011,depression,mental_rumination,0.000000
doc_0011,depression,social_isolation,0.000000
doc_0011,depression,stress,0.000000
doc_0011,eating_habits,adverse_childhood_experiences,0.000000
doc_0011,eating_habits,career_stress,0.000000
doc_0011,eating_habits,depression,0.000000
doc_0011,eating_habits,emotional_dysregulation,0.000000
doc_0011,eating_habits,financial_stress,0.000000
doc_0011,eating_habits,instability,0.000000
doc_0011,eating_habits,mental_rumination,0.000000
doc_0011,eating_habits,social_isolation,0.000000
doc_0011,eating_habits,stress,0.000000
doc_0011,emotional_dysregulation,adverse_childhood_experiences,0.000000
doc_0011,emotional_dysregulation,career_stress,0.000000
doc_0011,emotional_dysregulation,depression,0.000000
doc_0011,emotional_dysregulation,eating_habits,0.000000
doc_0011,emotional_dysregulation,financial_stress,0.000000
doc_0011,emotional_dysregulation,instability,0.000000
doc_0011,emotional_dysregulation,mental_rumination,0.000079
doc_0011,emotional_dysregulation,social_isolation,0.980436
doc_0011,emotional_dysregulation,stress,0.000000
doc_0011,financial_stress,adverse_childhood_experiences,0.000000
doc_0011,financial_stress,career_stress,0.000000
doc_0011,financial_stress,depression,0.000000
doc_0011,financial_stress,eating_habits,0.000000
doc_0011,financial_stress,emotional_dysregulation,0.002862
doc_0011,financial_stress,instability,0.000000
doc_0011,financial_stress,mental_rumination,0.000000
doc_0011,financial_stress,social_isolation,0.000000
doc_0011,financial_stress,stress,0.997824
doc_0011,instability,adverse_childhood_experiences,0.000000
doc_0011,instability,career_stress,0.000000
doc_0011,instability,depression,0.000000
doc_0011,instability,eating_habits,0.000000
doc_0011,instability,emotional_dysregulation,0.740588
doc_0011,instability,financial_stress,0.000000
doc_0011,instability,mental_rumination,0.000000
doc_0011,instability,social_isolation,0.000000
doc_0011,instability,stress,0.497299
doc_0011,mental_rumination,adverse_childhood_experiences,0.000000
doc_0011,mental_rumination,career_stress,0.000000
doc_0011,mental_rumination,depression,0.999912
doc_0011,mental_rumination,eating_habits,0.000000
doc_0011,mental_rumination,emotional_dysregulation,0.000000
doc_0011,mental_rumination,financial_stress,0.000000
doc_0011,mental_rumination,instability,0.000000
doc_0011,mental_rumination,social_isolation,0.000000
doc_0011,mental_rumination,stress,0.000000
doc_0011,social_isolation,adverse_childhood_experiences,0.000000
doc_0011,social_isolation,career_stress,0.000000
doc_0011,social_isolation,depression,0.000000
doc_0011,social_isolation,eating_habits,0.000000
doc_0011,social_isolation,emotional_dysregulation,0.000000
doc_0011,social_isolation,financial_stress,0.000000
doc_0011,social_isolation,instability,0.000000
doc_0011,social_isolation,mental_rumination,0.976130
doc_0011,social_isolation,stress,0.000000
doc_0011,stress,adverse_childhood_experiences,0.000000
doc_0011,stress,career_stress,0.000000
doc_0011,stress,depression,0.000000
doc_0011,stress,eating_habits,0.000000
doc_0011,stress,emotional_dysregulation,0.999975
doc_0011,stress,financial_stress,0.000000
doc_0011,stress,instability,0.000000
doc_0011,stress,mental_rumination,0.000000
doc_0011,stress,social_isolation,0.921038
doc_0012,adverse_childhood_experiences,career_progress,0.000000
doc_0012,adverse_childhood_experiences,emotional_instability,0.999845
doc_0012,adverse_childhood_experiences,engagement_in_hobbies,0.000000
doc_0012,career_progress,adverse_childhood_experiences,0.000000
doc_0012,career_progress,emotional_instability,0.000000
doc_0012,career_progress,engagement_in_hobbies,0.000000
doc_0012,emotional_instability,adverse_childhood_experiences,0.000000
doc_0012,emotional_instability,career_progress,0.000000
doc_0012,emotional_instability,engagement_in_hobbies,0.000000
doc_0012,engagement_in_hobbies,adverse_childhood_experiences,0.000000
doc_0012,engagement_in_hobbies,career_progress,0.000000
doc_0012,engagement_in_hobbies,emotional_instability,0.000000
doc_0013,emotional_instability,life_stress,0.000000
doc_0013,life_stress,emotional_instability,0.999994
doc_0014,adverse_childhood_experiences,depression,0.497630
doc_0014,adverse_childhood_experiences,eating_habits,0.000000
doc_0014,adverse_childhood_experiences,emotional_instability,0.999222
doc_0014,depression,adverse_childhood_experiences,0.000000
doc_0014,depression,eating_habits,0.000000
doc_0014,depression,emotional_instability,0.000000
doc_0014,eating_habits,adverse_childhood_experiences,0.000000
doc_0014,eating_habits,depression,0.000000
doc_0014,eating_habits,emotional_instability,0.000000
doc_0014,emotional_instability,adverse_childhood_experiences,0.000000
doc_0014,emotional_instability,depression,0.000068
doc_0014,emotional_instability,eating_habits,0.000000
doc_0015,depression,dietary_changes,0.000000
doc_0015,depression,functional_impairment,0.000007
doc_0015,depression,mental_rumination,0.000000
doc_0015,dietary_changes,depression,0.000000
doc_0015,dietary_changes,functional_impairment,0.000000
doc_0015,dietary_changes,mental_rumination,0.000000
doc_0015,functional_impairment,depression,0.000000
doc_0015,functional_impairment,dietary_changes,0.000000
doc_0015,functional_impairment,mental_rumination,0.000000
doc_0015,mental_rumination,depression,0.999999
doc_0015,mental_rumination,dietary_changes,0.000000
doc_0015,mental_rumination,functional_impairment,0.000000
doc_0016,energy_level,social_connection,0.996740
doc_0016,energy_level,stress,0.000000
doc_0016,social_connection,energy_level,0.000000
doc_0016,social_connection,stress,0.000000
doc_0016,stress,energy_level,0.325237
doc_0016,stress,social_connection,0.000045
doc_0017,emotional_dysregulation,engagement_in_hobbies,0.000000
doc_0017,emotional_dysregulation,geographic_relocation,0.000000
doc_0017,engagement_in_hobbies,emotional_dysregulation,0.000000
doc_0017,engagement_in_hobbies,geographic_relocation,0.000000
doc_0017,geographic_relocation,emotional_dysregulation,0.000000
doc_0017,geographic_relocation,engagement_in_hobbies,0.000000
doc_0018,career_progress,social_isolation,0.000000
doc_0018,social_isolation,career_progress,0.000000
doc_0019,adverse_childhood_experiences,anxiety_in_adult_relationships,0.000001
doc_0019,adverse_childhood_experiences,conflict_avoidance,0.000000
doc_0019,adverse_childhood_experiences,dietary_changes,0.000000
doc_0019,adverse_childhood_experiences,geographic_relocation,0.000000
doc_0019,adverse_childhood_experiences,high_alert_state,0.000005
doc_0019,adverse_childhood_experiences,lack_of_safety,0.000046
doc_0019,adverse_childhood_experiences,parental_volatility,0.000000
doc_0019,anxiety_in_adult_relationships,adverse_childhood_experiences,0.000000
doc_0019,anxiety_in_adult_relationships,conflict_avoidance,0.000000
doc_0019,anxiety_in_adult_relationships,dietary_changes,0.000000
doc_0019,anxiety_in_adult_relationships,geographic_relocation,0.000000
doc_0019,anxiety_in_adult_relationships,high_alert_state,0.230175
doc_0019,anxiety_in_adult_relationships,lack_of_safety,0.000000
doc_0019,anxiety_in_adult_relationships,parental_volatility,0.000000
doc_0019,conflict_avoidance,adverse_childhood_experiences,0.000000
doc_0019,conflict_avoidance,anxiety_in_adult_relationships,0.000000
doc_0019,conflict_avoidance,dietary_changes,0.000000
doc_0019,conflict_avoidance,geographic_relocation,0.000000
doc_0019,conflict_avoidance,high_alert_state,0.000000
doc_0019,conflict_avoidance,lack_of_safety,0.000000
doc_0019,conflict_avoidance,parental_volatility,0.000000
doc_0019,dietary_changes,adverse_childhood_experiences,0.000000
doc_0019,dietary_changes,anxiety_in_adult_relationships,0.000000
doc_0019,dietary_changes,conflict_avoidance,0.000000
doc_0019,dietary_changes,geographic_relocation,0.000000
doc_0019,dietary_changes,high_alert_state,0.000000
doc_0019,dietary_changes,lack_of_safety,0.000000
doc_0019,dietary_changes,parental_volatility,0.000000
doc_0019,geographic_relocation,adverse_childhood_experiences,0.000000
doc_0019,geographic_relocation,anxiety_in_adult_relationships,0.000000
doc_0019,geographic_relocation,conflict_avoidance,0.000000
doc_0019,geographic_relocation,dietary_changes,0.000000
doc_0019,geographic_relocation,high_alert_state,0.000000
doc_0019,geographic_relocation,lack_of_safety,0.000000
doc_0019,geographic_relocation,parental_volatility,0.000000
doc_0019,high_alert_state,adverse_childhood_experiences,0.000000
doc_0019,high_alert_state,anxiety_in_adult_relationships,0.000021
doc_0019,high_alert_state,conflict_avoidance,0.000000
doc_0019,high_alert_state,dietary_changes,0.000000
doc_0019,high_alert_state,geographic_relocation,0.000000
doc_0019,high_alert_state,lack_of_safety,0.000000
doc_0019,high_alert_state,parental_volatility,0.000000
doc_0019,lack_of_safety,adverse_childhood_experiences,0.000000
doc_0019,lack_of_safety,anxiety_in_adult_relationships,0.000006
doc_0019,lack_of_safety,conflict_avoidance,0.000000
doc_0019,lack_of_safety,dietary_changes,0.000000
doc_0019,lack_of_safety,geographic_relocation,0.000000
doc_0019,lack_of_safety,high_alert_state,0.000095
doc_0019,lack_of_safety,parental_volatility,0.000000
doc_0019,parental_volatility,adverse_childhood_experiences,0.052337
doc_0019,parental_volatility,anxiety_in_adult_relationships,0.000000
doc_0019,parental_volatility,conflict_avoidance,0.000000
doc_0019,parental_volatility,dietary_changes,0.000000
doc_0019,parental_volatility,geographic_relocation,0.000000
doc_0019,parental_volatility,high_alert_state,0.000000
doc_0019,parental_volatility,lack_of_safety,0.967754
doc_0020,chronic_stress,depression,0.000000
doc_0020,chronic_stress,emotional_cycle,0.000000
doc_0020,chronic_stress,social_isolation,0.999880
doc_0020,depression,chronic_stress,0.000000
doc_0020,depression,emotional_cycle,0.000000
doc_0020,depression,social_isolation,0.000001
doc_0020,emotional_cycle,chronic_stress,0.000000
doc_0020,emotional_cycle,depression,0.000000
doc_0020,emotional_cycle,social_isolation,0.000000
doc_0020,social_isolation,chronic_stress,0.000000
doc_0020,social_isolation,depression,0.000000
doc_0020,social_isolation,emotional_cycle,0.000000
doc_0021,adverse_childhood_experiences,dietary_changes,0.000000
doc_0021,adverse_childhood_experiences,emotional_dysregulation,0.999438
doc_0021,dietary_changes,adverse_childhood_experiences,0.000000
doc_0021,dietary_changes,emotional_dysregulation,0.000000
doc_0021,emotional_dysregulation,adverse_childhood_experiences,0.000000
doc_0021,emotional_dysregulation,dietary_changes,0.000000
doc_0022,avoidance,career_progress,0.000000
doc_0022,avoidance,depression,0.000000
doc_0022,avoidance,intrusive_thoughts,0.000047
doc_0022,avoidance,mental_rumination,0.953820
doc_0022,avoidance,social_isolation,0.968646
doc_0022,career_progress,avoidance,0.000000
doc_0022,career_progress,depression,0.000000
doc_0022,career_progress,intrusive_thoughts,0.000000
doc_0022,career_progress,mental_rumination,0.000000
doc_0022,career_progress,social_isolation,0.000000
doc_0022,depression,avoidance,0.000000
doc_0022,depression,career_progress,0.000000
doc_0022,depression,intrusive_thoughts,0.000000
doc_0022,depression,mental_rumination,0.000000
doc_0022,depression,social_isolation,0.000000
doc_0022,intrusive_thoughts,avoidance,0.000000
doc_0022,intrusive_thoughts,career_progress,0.000000
doc_0022,intrusive_thoughts,depression,0.037658
doc_0022,intrusive_thoughts,mental_rumination,0.000001
doc_0022,intrusive_thoughts,social_isolation,0.000000
doc_0022,mental_rumination,avoidance,0.000000
doc_0022,mental_rumination,career_progress,0.000000
doc_0022,mental_rumination,depression,0.998557
doc_0022,mental_rumination,intrusive_thoughts,0.000001
doc_0022,mental_rumination,social_isolation,0.000002
doc_0022,social_isolation,avoidance,0.000000
doc_0022,social_isolation,career_progress,0.000000
doc_0022,social_isolation,depression,0.000000
doc_0022,social_isolation,intrusive_thoughts,0.001645
doc_0022,social_isolation,mental_rumination,0.998808
doc_0023,career_progress,social_isolation,0.000000
doc_0023,social_isolation,career_progress,0.000000
doc_0024,career_progress,mental_rumination,0.000000
doc_0024,mental_rumination,career_progress,0.000000
doc_0025,eating_habits,emotional_instability,0.000000
doc_0025,eating_habits,mental_rumination,0.000000
doc_0025,eating_habits,social_isolation,0.000000
doc_0025,emotional_instability,eating_habits,0.000000
doc_0025,emotional_instability,mental_rumination,0.000001
doc_0025,emotional_instability,social_isolation,0.000000
doc_0025,mental_rumination,eating_habits,0.000000
doc_0025,mental_rumination,emotional_instability,0.000000
doc_0025,mental_rumination,social_isolation,0.000000
doc_0025,social_isolation,eating_habits,0.000000
doc_0025,social_isolation,emotional_instability,0.000000
doc_0025,social_isolation,mental_rumination,0.987570
doc_0026,chronic_stress,creative_activity,0.000000
doc_0026,chronic_stress,low_energy,0.000003
doc_0026,chronic_stress,mental_rumination,0.000000
doc_0026,chronic_stress,social_isolation,0.996171
doc_0026,creative_activity,chronic_stress,0.000000
doc_0026,creative_activity,low_energy,0.000000
doc_0026,creative_activity,mental_rumination,0.000000
doc_0026,creative_activity,social_isolation,0.000000
doc_0026,low_energy,chronic_stress,0.000000
doc_0026,low_energy,creative_activity,0.000000
doc_0026,low_energy,mental_rumination,0.000000
doc_0026,low_energy,social_isolation,0.998016
doc_0026,mental_rumination,chronic_stress,0.000000
doc_0026,mental_rumination,creative_activity,0.000000
doc_0026,mental_rumination,low_energy,0.000000
doc_0026,mental_rumination,social_isolation,0.000000
doc_0026,social_isolation,chronic_stress,0.000000
doc_0026,social_isolation,creative_activity,0.000000
doc_0026,social_isolation,low_energy,0.000000
doc_0026,social_isolation,mental_rumination,0.999955
doc_0027,anxiety,environmental_instability,0.000000
doc_0027,anxiety,self_protection,0.000025
doc_0027,environmental_instability,anxiety,0.000276
doc_0027,environmental_instability,self_protection,0.997346
doc_0027,self_protection,anxiety,0.450614
doc_0027,self_protection,environmental_instability,0.000000
doc_0028,adverse_childhood_experiences,depression,0.841734
doc_0028,adverse_childhood_experiences,financial_stress,0.000000
doc_0028,adverse_childhood_experiences,instability,0.759149
doc_0028,adverse_childhood_experiences,internal_noise,0.000000
doc_0028,adverse_childhood_experiences,mental_rumination,0.000000
doc_0028,adverse_childhood_experiences,relationship_stress,0.000000
doc_0028,depression,adverse_childhood_experiences,0.000000
doc_0028,depression,financial_stress,0.000000
doc_0028,depression,instability,0.000000
doc_0028,depression,internal_noise,0.000000
doc_0028,depression,mental_rumination,0.000000
doc_0028,depression,relationship_stress,0.000000
doc_0028,financial_stress,adverse_childhood_experiences,0.000000
doc_0028,financial_stress,depression,0.000000
doc_0028,financial_stress,instability,0.000000
doc_0028,financial_stress,internal_noise,0.000000
doc_0028,financial_stress,mental_rumination,0.000000
doc_0028,financial_stress,relationship_stress,0.000000
doc_0028,instability,adverse_childhood_experiences,0.000000
doc_0028,instability,depression,0.996953
doc_0028,instability,financial_stress,0.000000
doc_0028,instability,internal_noise,0.000000
doc_0028,instability,mental_rumination,0.000000
doc_0028,instability,relationship_stress,0.000000
doc_0028,internal_noise,adverse_childhood_experiences,0.000000
doc_0028,internal_noise,depression,0.057784
doc_0028,internal_noise,financial_stress,0.000000
doc_0028,internal_noise,instability,0.000000
doc_0028,internal_noise,mental_rumination,0.000000
doc_0028,internal_noise,relationship_stress,0.000000
doc_0028,mental_rumination,adverse_childhood_experiences,0.000000
doc_0028,mental_rumination,depression,0.999971
doc_0028,mental_rumination,financial_stress,0.000000
doc_0028,mental_rumination,instability,0.000000
doc_0028,mental_rumination,internal_noise,0.000085
doc_0028,mental_rumination,relationship_stress,0.000000
doc_0028,relationship_stress,adverse_childhood_experiences,0.000000
doc_0028,relationship_stress,depression,0.000000
doc_0028,relationship_stress,financial_stress,0.000000
doc_0028,relationship_stress,instability,0.000000
doc_0028,relationship_stress,internal_noise,0.000000
doc_0028,relationship_stress,mental_rumination,0.000000
doc_0029,anxiety,eating_habits,0.000000
doc_0029,anxiety,exhaustion,0.000000
doc_0029,anxiety,mental_rumination,0.000000
doc_0029,anxiety,self_criticism,0.000000
doc_0029,eating_habits,anxiety,0.000000
doc_0029,eating_habits,exhaustion,0.000000
doc_0029,eating_habits,mental_rumination,0.000000
doc_0029,eating_habits,self_criticism,0.000000
doc_0029,exhaustion,anxiety,0.000000
doc_0029,exhaustion,eating_habits,0.000000
doc_0029,exhaustion,mental_rumination,0.000000
doc_0029,exhaustion,self_criticism,0.000000
doc_0029,mental_rumination,anxiety,0.000000
doc_0029,mental_rumination,eating_habits,0.000000
doc_0029,mental_rumination,exhaustion,0.998956
doc_0029,mental_rumination,self_criticism,0.000000
doc_0029,self_criticism,anxiety,0.000000
